124,1,5,1,12,64,200,2,2,1,1983.7
124,1,5,2,9,64,200,1,2,0,1620.7
124,1,5,3,5,64,200,1,2,0,1288.9
124,1,5,4,2,64,200,1,1,1,1506.3
124,1,5,5,3,64,200,1,1,1,2175.1
124,1,5,6,4,64,200,1,1,1,1346.1
124,1,5,7,10,64,200,2,2,1,602.02
124,1,5,8,7,64,200,1,2,0,1233.7
124,1,5,9,8,64,200,2,2,1,1566.5
124,1,5,10,11,64,200,1,2,0,1663.6
124,1,5,11,3,64,200,1,1,1,779.28
124,1,5,12,1,64,200,1,1,1,623.95
124,1,5,13,4,64,200,1,1,1,599.07
124,1,5,14,2,64,200,1,1,1,605.25
124,1,5,15,6,64,200,1,2,0,489.85
124,1,5,16,13,64,200,2,2,1,2250
124,1,5,17,1,64,200,1,1,1,612.79
124,1,5,18,6,64,200,2,2,1,2164
124,1,5,19,4,64,200,1,1,1,942.33
124,1,5,20,10,64,200,2,2,1,439.69
124,1,5,21,12,64,200,2,2,1,338.46
124,1,5,22,8,64,200,2,2,1,1153.9
124,1,5,23,5,64,200,1,2,0,669.54
124,1,5,24,11,64,200,2,2,1,730.64
124,1,5,25,6,64,200,1,2,0,2521.9
124,1,5,26,6,64,200,2,2,1,790.55
124,1,5,27,1,64,200,2,1,0,2126.8
124,1,5,28,11,64,200,2,2,1,736.15
124,1,5,29,9,64,200,2,2,1,1011.9
124,1,5,30,2,64,200,1,1,1,1647.2
124,1,5,31,5,64,200,2,2,1,708.81
124,1,5,32,5,64,200,2,2,1,623.09
124,1,5,33,3,64,200,1,1,1,778.54
124,1,5,34,1,64,200,1,1,1,1089.6
124,1,5,35,5,64,200,2,2,1,540.25
124,1,5,36,2,64,200,1,1,1,881.12
124,1,5,37,12,64,200,2,2,1,642.32
124,1,5,38,2,64,200,1,1,1,882.89
124,1,5,39,10,64,200,2,2,1,441.27
124,1,5,40,3,64,200,1,1,1,535.73
124,1,5,41,7,64,200,2,2,1,683.18
124,1,5,42,1,64,200,1,1,1,568.91
124,1,5,43,6,64,200,2,2,1,513.65
124,1,5,44,1,64,200,1,1,1,503.98
