111,1,6,1,3,64,200,2,1,0,1470.6
111,1,6,2,3,64,200,1,1,1,1285.5
111,1,6,3,6,64,200,2,2,1,1145
111,1,6,4,12,64,200,2,2,1,913.63
111,1,6,5,9,64,200,2,2,1,811.48
111,1,6,6,11,64,200,2,2,1,630.57
111,1,6,7,1,64,200,1,1,1,1113.1
111,1,6,8,8,64,200,2,2,1,1050
111,1,6,9,5,64,200,2,2,1,563.37
111,1,6,10,4,64,200,1,1,1,863.02
111,1,6,11,10,64,200,2,2,1,518.93
111,1,6,12,1,64,200,1,1,1,516.35
111,1,6,13,2,64,200,1,1,1,629.32
111,1,6,14,2,64,200,1,1,1,523.99
111,1,6,15,13,64,200,2,2,1,526.14
111,1,6,16,4,64,200,1,1,1,586.72
111,1,6,17,7,64,200,1,2,0,779.08
111,1,6,18,13,64,200,2,2,1,427.37
111,1,6,19,2,64,200,1,1,1,569.52
111,1,6,20,8,64,200,2,2,1,458.4
111,1,6,21,3,64,200,1,1,1,772.61
111,1,6,22,1,64,200,1,1,1,856.75
111,1,6,23,4,64,200,1,1,1,448.65
111,1,6,24,12,64,200,2,2,1,367.27
111,1,6,25,13,64,200,2,2,1,342.13
111,1,6,26,12,64,200,2,2,1,536.51
111,1,6,27,3,64,200,1,1,1,595.59
111,1,6,28,2,64,200,1,1,1,485.71
111,1,6,29,12,64,200,2,2,1,553.01
111,1,6,30,9,64,200,2,2,1,438.22
111,1,6,31,8,64,200,2,2,1,550
111,1,6,32,4,64,200,1,1,1,969.64
111,1,6,33,3,64,200,1,1,1,591.63
111,1,6,34,1,64,200,1,1,1,486.56
111,1,6,35,8,64,200,2,2,1,463.1
111,1,6,36,1,64,200,1,1,1,483.58
111,1,6,37,3,64,200,1,1,1,586.55
111,1,6,38,6,64,200,2,2,1,439.18
111,1,6,39,4,64,200,1,1,1,816.82
111,1,6,40,3,64,200,1,1,1,837.84
111,1,6,41,8,64,200,2,2,1,454.15
111,1,6,42,4,64,200,1,1,1,798.24
111,1,6,43,9,64,200,2,2,1,488.14
111,1,6,44,6,64,200,2,2,1,393.47
111,1,6,45,12,64,200,2,2,1,918.03
111,1,6,46,5,64,200,2,2,1,415.55
111,1,6,47,11,64,200,2,2,1,449.06
111,1,6,48,2,64,200,1,1,1,500.39
111,1,6,49,7,64,200,2,2,1,473.91
111,1,6,50,5,64,200,2,2,1,450.1
111,1,6,51,7,64,200,2,2,1,779.15
111,1,6,52,3,64,200,1,1,1,667.05
111,1,6,53,10,64,200,2,2,1,400.17
111,1,6,54,6,64,200,2,2,1,461.07
111,1,6,55,1,64,200,1,1,1,551.2
111,1,6,56,3,64,200,2,1,0,705.88
111,1,6,57,2,64,200,1,1,1,458.14
111,1,6,58,9,64,200,2,2,1,403.11
111,1,6,59,11,64,200,2,2,1,504.16
111,1,6,60,9,64,200,2,2,1,426.31
111,1,6,61,10,64,200,2,2,1,647.44
111,1,6,62,1,64,200,1,1,1,673.06
111,1,6,63,7,64,200,1,2,0,1519.2
111,1,6,64,1,64,200,1,1,1,896.94
111,1,6,65,2,64,200,1,1,1,895.57
111,1,6,66,2,64,200,1,1,1,594.27
111,1,6,67,4,64,200,1,1,1,619.16
111,1,6,68,3,64,200,1,1,1,586.38
111,1,6,69,11,64,200,2,2,1,363.83
111,1,6,70,5,64,200,2,2,1,433.94
111,1,6,71,2,64,200,1,1,1,641.86
111,1,6,72,13,64,200,2,2,1,332.3
