111,1,4,1,11,64,200,2,2,1,1908.5
111,1,4,2,13,64,200,2,2,1,480.83
111,1,4,3,1,64,200,1,1,1,675.92
111,1,4,4,5,64,200,2,2,1,476.69
111,1,4,5,9,64,200,2,2,1,387.49
111,1,4,6,3,64,200,1,1,1,612.54
111,1,4,7,2,64,200,1,1,1,567.34
111,1,4,8,12,64,200,2,2,1,405.31
111,1,4,9,4,64,200,1,1,1,658.92
111,1,4,10,10,64,200,2,2,1,307.25
111,1,4,11,3,64,200,1,1,1,631.72
111,1,4,12,4,64,200,1,1,1,338.29
111,1,4,13,7,64,200,1,2,0,330.67
111,1,4,14,1,64,200,1,1,1,1236.7
111,1,4,15,6,64,200,2,2,1,866.41
111,1,4,16,2,64,200,1,1,1,539.8
111,1,4,17,8,64,200,2,2,1,681.04
111,1,4,18,1,64,200,1,1,1,532.74
111,1,4,19,1,64,200,1,1,1,594.25
111,1,4,20,11,64,200,2,2,1,362.06
111,1,4,21,3,64,200,1,1,1,674.69
111,1,4,22,3,64,200,1,1,1,369.86
111,1,4,23,1,64,200,1,1,1,309.28
111,1,4,24,3,64,200,1,1,1,445.58
111,1,4,25,10,64,200,2,2,1,366.39
111,1,4,26,13,64,200,2,2,1,319.38
111,1,4,27,4,64,200,1,1,1,579.34
111,1,4,28,12,64,200,2,2,1,328.4
111,1,4,29,2,64,200,1,1,1,918.09
111,1,4,30,2,64,200,1,1,1,453.74
111,1,4,31,8,64,200,2,2,1,530.39
111,1,4,32,8,64,200,2,2,1,545.57
111,1,4,33,2,64,200,1,1,1,580.85
111,1,4,34,12,64,200,2,2,1,290.88
111,1,4,35,5,64,200,2,2,1,419.62
111,1,4,36,10,64,200,2,2,1,362.73
111,1,4,37,1,64,200,1,1,1,873.79
111,1,4,38,7,64,200,2,2,1,518.28
111,1,4,39,12,64,200,2,2,1,377
111,1,4,40,6,64,200,2,2,1,443.91
111,1,4,41,2,64,200,1,1,1,976.23
111,1,4,42,3,64,200,1,1,1,1164.5
111,1,4,43,2,64,200,1,1,1,784.96
111,1,4,44,7,64,200,2,2,1,525.23
111,1,4,45,4,64,200,2,1,0,370.7
111,1,4,46,9,64,200,2,2,1,387.94
111,1,4,47,13,64,200,2,2,1,830.33
111,1,4,48,1,64,200,1,1,1,889.03
111,1,4,49,13,64,200,2,2,1,485.3
111,1,4,50,13,64,200,2,2,1,487.19
111,1,4,51,8,64,200,2,2,1,1168.4
111,1,4,52,4,64,200,1,1,1,608.56
111,1,4,53,4,64,200,1,1,1,457.39
111,1,4,54,9,64,200,2,2,1,377.37
