124,1,3,1,4,64,200,1,1,1,2094.7
124,1,3,2,2,64,200,1,1,1,523.5
124,1,3,3,3,64,200,1,1,1,290.54
124,1,3,4,1,64,200,1,1,1,408.09
124,1,3,5,10,64,200,2,2,1,397.58
124,1,3,6,5,64,200,1,2,0,1393.6
124,1,3,7,3,64,200,1,1,1,1312.7
124,1,3,8,2,64,200,1,1,1,1310.8
124,1,3,9,8,64,200,2,2,1,626.89
124,1,3,10,13,64,200,2,2,1,850.53
124,1,3,11,7,64,200,2,2,1,1400.9
124,1,3,12,12,64,200,2,2,1,968.78
124,1,3,13,9,64,200,2,2,1,625.01
124,1,3,14,4,64,200,2,1,0,629.62
124,1,3,15,1,64,200,1,1,1,726.4
124,1,3,16,6,64,200,2,2,1,2304.3
124,1,3,17,11,64,200,2,2,1,621.43
124,1,3,18,1,64,200,1,1,1,857.46
124,1,3,19,1,64,200,1,1,1,1073.8
124,1,3,20,4,64,200,1,1,1,842.53
124,1,3,21,5,64,200,2,2,1,911.7
124,1,3,22,3,64,200,1,1,1,613.96
124,1,3,23,6,64,200,2,2,1,758.54
124,1,3,24,1,64,200,1,1,1,534.6
124,1,3,25,2,64,200,1,1,1,473.5
124,1,3,26,3,64,200,1,1,1,475.04
124,1,3,27,2,64,200,1,1,1,395.32
124,1,3,28,4,64,200,1,1,1,363.91
124,1,3,29,11,64,200,2,2,1,572.88
124,1,3,30,12,64,200,2,2,1,1245
124,1,3,31,1,64,200,1,1,1,614.5
124,1,3,32,11,64,200,2,2,1,550.98
124,1,3,33,5,64,200,2,2,1,827.29
124,1,3,34,11,64,200,2,2,1,1103.2
124,1,3,35,7,64,200,2,2,1,740.9
124,1,3,36,2,64,200,1,1,1,1354.2
124,1,3,37,7,64,200,2,2,1,1373.4
124,1,3,38,8,64,200,2,2,1,1146
124,1,3,39,12,64,200,2,2,1,771.58
124,1,3,40,12,64,200,2,2,1,465.72
124,1,3,41,6,64,200,2,2,1,2155.1
124,1,3,42,3,64,200,1,1,1,924.18
124,1,3,43,2,64,200,1,1,1,1597.5
124,1,3,44,6,64,200,2,2,1,1444.4
124,1,3,45,6,64,200,2,2,1,640.72
124,1,3,46,10,64,200,2,2,1,561.91
124,1,3,47,8,64,200,2,2,1,680.9
124,1,3,48,9,64,200,2,2,1,918.63
124,1,3,49,13,64,200,2,2,1,528.17
124,1,3,50,9,64,200,2,2,1,718.88
124,1,3,51,1,64,200,1,1,1,875.83
124,1,3,52,9,64,200,2,2,1,683.58
124,1,3,53,3,64,200,1,1,1,659.76
124,1,3,54,2,64,200,1,1,1,522.84
124,1,3,55,5,64,200,1,2,0,1931.9
124,1,3,56,7,64,200,2,2,1,576.11
124,1,3,57,13,64,200,2,2,1,583.32
124,1,3,58,5,64,200,2,2,1,641.44
124,1,3,59,6,64,200,2,2,1,1200.5
124,1,3,60,2,64,200,1,1,1,665.21
124,1,3,61,4,64,200,1,1,1,663.17
